nucleus_id,time,ap,bcd
2.0468,27.25,797.97,11
2.0468,27.75,797.24,8
2.0468,28.25,795.79,12
2.0468,28.514,796.52,12
2.0468,29.014,795.79,8
2.0468,29.499,795.42,12
2.0468,29.999,794.69,9
2.0468,30.499,793.97,8
2.0468,30.999,793.24,11
2.0468,31.499,792.51,14
2.0468,31.999,791.42,19
2.0468,32.499,791.42,10
2.0468,32.999,791.42,11
2.0469,0.5,839.14,10
2.0469,1,835.86,14
2.0469,1.5,834.77,10
2.0469,2,836.24,9
2.0469,2.5,837.7,13
2.0469,3,839.53,9
2.0469,3.5,841.72,12
2.0469,4,842.09,11
2.0469,4.5,840.27,9
2.0469,5,838.44,13
2.0469,5.5,837.35,9
2.0469,6,836.98,14
2.0469,6.5,835.88,9
2.0469,7,835.15,15
2.0469,7.5,834.43,10
2.0469,8,834.06,9
2.0469,8.5,834.06,10
2.0469,9,834.06,13
2.0469,9.5,834.06,8
2.0469,10,835.15,15
2.0469,10.5,834.43,13
2.0469,11,834.43,11
2.0469,11.5,834.8,13
2.0469,12,834.8,12
2.0469,12.5,834.8,9
2.0469,12.9,834.8,8
2.0469,13.4,835.17,12
2.0469,13.9,834.44,15
2.0469,14.4,834.44,12
2.0469,14.9,834.44,13
2.0469,15.4,833.71,11
2.0469,15.9,833.34,11
2.0469,16.4,833.71,12
2.0469,16.9,832.99,11
2.0469,17.408,831.89,13
2.0469,17.908,832.26,11
2.0469,18.408,831.16,8
2.0469,18.908,830.44,11
2.0469,19.408,829.71,10
2.0469,19.75,829.71,9
2.0469,20.25,828.98,11
2.0469,20.75,828.98,10
2.0469,21.25,828.98,11
2.0469,21.75,827.16,17
2.0469,22.25,826.43,7
2.0469,22.75,826.43,11
2.0469,23.25,826.43,9
2.0469,23.75,825.34,9
2.0469,24.25,825.34,10
2.0469,24.75,824.61,10
2.0469,25.25,823.88,9
2.0469,25.75,823.88,7
2.0469,26.25,823.16,10
2.0469,26.75,822.06,9
2.0469,27.25,821.33,11
2.0469,27.75,820.24,11
2.0469,28.25,819.51,13
2.0469,28.514,819.88,10
2.0469,29.014,818.78,10
2.0469,29.499,818.06,8
2.0469,29.999,818.43,12
2.0469,30.499,817.7,10
2.0469,30.999,816.6,11
2.0469,31.499,816.6,13
2.0469,31.999,815.88,14
2.0469,32.499,814.78,8
2.0469,32.999,815.15,10
2.0469,33.499,815.15,10
2.0469,33.999,814.78,12
2.0469,34.499,813.68,8
2.0469,34.999,811.86,12
2.0469,35.499,812.23,13
2.0469,35.999,811.5,13
2.0469,36.499,811.15,11
2.0469,36.999,811.15,9
2.0469,37.499,810.05,7
2.0469,37.999,810.05,10
2.0469,38.499,808.95,10
2.0469,38.999,808.23,9
2.0469,39.499,807.87,8
2.0469,39.999,807.14,11
2.047,0.5,852.99,6
2.047,1,852.63,9
2.047,1.5,853.37,12
2.047,2,852.65,8
2.047,2.5,851.92,8
2.047,3,850.45,8
2.047,3.5,850.82,9
2.047,4,852.65,12
2.047,4.5,851.55,11
2.047,5,850.45,14
2.047,5.5,849.36,12
2.047,6,850.08,10
2.047,6.5,848.99,11
2.047,7,848.62,15
2.047,7.5,848.26,10
2.047,8,848.26,11
2.047,8.5,848.26,10
2.047,9,847.89,9
2.047,9.5,848.26,8
2.047,10,848.26,11
2.047,10.5,847.53,11
2.047,11,847.9,10
2.047,11.5,847.18,10
2.047,12,847.18,13
2.047,12.5,847.9,12
2.047,12.9,847.18,9
2.047,13.4,847.18,13
2.047,13.9,847.18,9
2.047,14.4,846.45,9
2.047,14.9,846.45,11
2.047,15.4,846.45,12
2.047,15.9,845.72,8
2.047,16.4,845.72,8
2.047,16.9,845,10
2.047,17.408,844.27,11
2.047,17.908,843.54,12
2.047,18.408,842.82,9
2.047,18.908,842.09,10
2.047,19.408,842.09,9
2.047,19.75,841.36,6
2.047,20.25,841.01,15
2.047,20.75,841.01,8
2.047,21.25,839.91,11
2.047,21.75,839.18,11
2.047,22.25,838.09,11
2.047,22.75,838.09,12
2.047,23.25,838.09,13
2.047,23.75,837.36,10
2.047,24.25,836.99,17
2.047,24.75,836.26,11
2.047,25.25,835.91,10
2.047,25.75,835.18,8
2.047,26.25,834.45,9
2.047,26.75,833.73,13
2.047,27.25,832.63,9
2.047,27.75,832.63,11
2.047,28.25,831.53,7
2.047,28.514,830.81,11
2.047,29.014,830.81,15
2.047,29.499,830.45,10
2.047,29.999,829.72,8
2.047,30.499,829.72,9
2.047,30.999,828.63,10
2.047,31.499,828.63,8
2.047,31.999,827.53,11
2.047,32.499,827.17,11
2.047,32.999,827.17,11
2.047,33.499,826.45,8
2.047,33.999,826.08,10
2.047,34.499,824.98,10
2.047,34.999,824.25,8
2.047,35.499,823.53,10
2.047,35.999,823.53,9
2.047,36.499,822.07,8
2.047,36.999,822.07,10
2.047,37.499,821.35,10
2.047,37.999,821.35,9
2.047,38.499,820.25,12
2.047,38.999,819.52,9
2.047,39.499,819.17,9
2.047,39.999,818.44,12
2.0471,0.5,833.4,7
2.0471,1,834.11,11
2.0471,1.5,834.1,7
2.0471,2,834.85,11
2.0471,2.5,834.88,10
2.0471,3,833.44,13
2.0471,3.5,834.55,10
2.0471,4,834.94,12
2.0471,4.5,834.57,11
2.0471,5,833.47,11
2.0471,5.5,832.37,12
2.0471,6,831.28,10
2.0471,6.5,830.54,20
2.0471,7,829.44,15
2.0471,7.5,829.8,13
2.0471,8,829.8,12
2.0471,8.5,829.43,12
2.0471,9,829.43,8
2.0471,9.5,829.8,11
2.0471,10,829.8,10
2.0471,10.5,829.07,9
2.0471,11,829.07,7
2.0471,11.5,829.07,14
2.0471,12,828.34,9
2.0471,12.5,828.34,13
2.0471,12.9,828.34,12
2.0471,13.4,827.62,14
2.0471,13.9,827.62,10
2.0471,14.4,827.62,10
2.0471,14.9,827.25,9
2.0471,15.4,826.89,12
2.0471,15.9,826.52,12
2.0471,16.4,826.52,12
2.0471,16.9,825.79,10
2.0471,17.408,825.07,9
2.0471,17.908,825.07,10
2.0471,18.408,824.34,13
2.0471,18.908,823.61,13
2.0471,19.408,822.89,10
2.0471,19.75,822.52,10
2.0471,20.25,822.16,12
2.0471,20.75,821.79,10
2.0471,21.25,820.69,12
2.0471,21.75,819.97,14
2.0471,22.25,819.24,10
2.0471,22.75,818.51,8
2.0471,23.25,818.87,11
2.0471,23.75,818.14,11
2.0471,24.25,817.42,11
2.0471,24.75,817.05,11
2.0471,25.25,815.96,8
2.0471,25.75,815.96,11
2.0471,26.25,815.59,9
2.0471,26.75,814.14,15
2.0471,27.25,813.04,9
2.0471,27.75,812.32,11
2.0471,28.25,811.95,10
2.0471,28.514,811.95,9
2.0471,29.014,811.95,8
2.0471,29.499,811.22,9
2.0471,29.999,810.49,14
2.0471,30.499,809.77,9
2.0471,30.999,808.67,10
2.0471,31.499,807.94,8
2.0471,31.999,806.85,8
2.0471,32.499,806.49,10
2.0471,32.999,806.85,12
2.0471,33.499,806.85,9
2.0471,33.999,805.75,8
2.0471,34.499,804.65,8
2.0471,34.999,803.55,12
2.0471,35.499,802.83,9
2.0471,35.999,802.1,9
2.0471,36.499,801.74,14
2.0471,36.999,801.74,8
2.0471,37.499,801.74,7
2.0471,37.999,800.65,9
2.0471,38.499,800.65,14
2.0471,38.999,799.55,10
2.0471,39.499,799.19,11
2.0471,39.999,798.84,10
2.0472,0.5,830.59,11
2.0472,1,830.24,12
2.0472,1.5,830.98,8
2.0472,2,831.33,9
2.0472,2.5,831.35,9
2.0472,3,830.62,12
2.0472,3.5,830.99,11
2.0472,4,831.73,12
2.0472,4.5,829.91,11
2.0472,5,828.81,8
2.0472,5.5,827.72,16
2.0472,6,826.62,12
2.0472,6.5,825.52,14
2.0472,7,825.15,13
2.0472,7.5,824.78,10
2.0472,8,824.78,11
2.0472,8.5,825.14,10
2.0472,9,824.78,13
2.0472,9.5,824.41,11
2.0472,10,824.41,12
2.0472,10.5,824.78,12
2.0472,11,824.43,9
2.0472,11.5,824.43,12
2.0472,12,824.43,10
2.0472,12.5,824.43,9
2.0472,12.9,823.7,10
2.0472,13.4,823.7,10
2.0472,13.9,823.7,9
2.0472,14.4,823.7,11
2.0472,14.9,823.7,14
2.0472,15.4,823.34,11
2.0472,15.9,822.25,9
2.0472,16.4,822.25,11
2.0472,16.9,821.52,11
2.0472,17.408,821.52,12
2.0472,17.908,820.79,10
2.0472,18.408,820.07,12
2.0472,18.908,820.07,13
2.0472,19.408,818.97,10
2.0472,19.75,818.97,11
2.0472,20.25,818.61,11
2.0472,20.75,817.89,14
2.0472,21.25,816.79,12
2.0472,21.75,816.06,13
2.0472,22.25,814.97,12
2.0472,22.75,814.97,12
2.0472,23.25,814.24,11
2.0472,23.75,814.24,11
2.0472,24.25,813.87,10
2.0472,24.75,813.5,11
2.0472,25.25,813.14,11
2.0472,25.75,812.04,7
2.0472,26.25,811.69,12
2.0472,26.75,810.59,10
2.0472,27.25,809.49,11
2.0472,27.75,808.77,9
2.0472,28.25,808.04,9
2.0472,28.514,808.04,10
2.0472,29.014,807.67,8
2.0472,29.499,807.67,9
2.0472,29.999,806.94,10
2.0472,30.499,806.59,10
2.0472,30.999,805.49,11
2.0472,31.499,804.77,12
2.0472,31.999,804.04,7
2.0472,32.499,803.67,11
2.0472,32.999,803.67,7
2.0472,33.499,803.67,13
2.0472,33.999,803.3,11
2.0472,34.499,802.2,12
2.0472,34.999,800.75,11
2.0472,35.499,800.02,12
2.0472,35.999,799.29,9
2.0472,36.499,799.66,10
2.0472,36.999,798.57,8
2.0472,37.499,798.57,9
2.0472,37.999,797.84,9
2.0472,38.499,797.47,9
2.0472,38.999,796.02,10
2.0472,39.499,795.66,11
2.0472,39.999,794.94,11
2.0473,0.5,827.15,8
2.0473,1,827.16,10
2.0473,1.5,827.53,7
2.0473,2,826.43,9
2.0473,2.5,826.45,15
2.0473,3,826.46,12
2.0473,3.5,827.57,9
2.0473,4,827.96,11
2.0473,4.5,827.23,10
2.0473,5,826.13,13
2.0473,5.5,824.67,12
2.0473,6,822.84,11
2.0473,6.5,822.1,13
2.0473,7,821.01,13
2.0473,7.5,821.01,13
2.0473,8,821.01,20
2.0473,8.5,821.01,13
2.0473,9,820.28,11
2.0473,9.5,820.28,12
2.0473,10,820.28,14
2.0473,10.5,819.55,9
2.0473,11,819.55,8
2.0473,11.5,819.55,10
2.0473,12,818.83,13
2.0473,12.5,819.18,7
2.0473,12.9,819.18,12
2.0473,13.4,818.46,10
2.0473,13.9,818.46,12
2.0473,14.4,818.46,12
2.0473,14.9,817.73,10
2.0473,15.4,817.73,10
2.0473,15.9,817.73,14
2.0473,16.4,816.63,11
2.0473,16.9,815.91,10
2.0473,17.408,815.18,9
2.0473,17.908,815.18,9
2.0473,18.408,814.45,16
2.0473,18.908,813.36,11
2.0473,19.408,813,10
2.0473,19.75,812.63,12
2.0473,20.25,813,12
2.0473,20.75,812.27,10
2.0473,21.25,811.18,12
2.0473,21.75,810.45,11
2.0473,22.25,809.35,8
2.0473,22.75,809.35,10
2.0473,23.25,809.35,9
2.0473,23.75,808.26,7
2.0473,24.25,808.26,10
2.0473,24.75,807.53,9
2.0473,25.25,806.8,9
2.0473,25.75,806.08,13
2.0473,26.25,806.08,11
2.0473,26.75,804.98,8
2.0473,27.25,803.88,14
2.0473,27.75,803.16,9
2.0473,28.25,802.43,11
2.0473,28.514,802.43,11
2.0473,29.014,802.43,8
2.0473,29.499,802.06,10
2.0473,29.999,801.33,11
2.0473,30.499,800.61,9
2.0473,30.999,799.88,15
2.0473,31.499,798.78,10
2.0473,31.999,798.06,11
2.0473,32.499,797.33,9
2.0473,32.999,797.33,9
2.0473,33.499,797.33,10
2.0473,33.999,796.96,8
2.0473,34.499,795.86,11
2.0473,34.999,794.76,10
2.0473,35.499,793.67,12
2.0473,35.999,792.94,10
2.0473,36.499,792.58,9
2.0473,36.999,792.58,10
2.0473,37.499,792.58,9
2.0473,37.999,791.49,11
2.0473,38.499,790.76,12
2.0473,38.999,790.03,11
2.0473,39.499,789.31,10
2.0473,39.999,788.23,13
2.0474,0.5,827.4,11
2.0474,1,826.29,10
2.0474,2,825.94,12
2.0474,2.5,825.24,8
2.0474,3,826.36,13
2.0474,3.5,828.21,8
2.0474,4,829.33,12
2.0474,4.5,829.33,12
2.0474,5,828.23,12
2.0474,5.5,826.76,18
2.0474,6,825.66,10
2.0474,6.5,824.92,12
2.0474,7,824.18,12
2.0474,7.5,823.09,11
2.0474,8,822.72,11
2.0474,8.5,822.72,12
2.0474,9,822.35,10
2.0474,9.5,822.35,12
2.0474,10,822.35,10
2.0474,10.5,822.35,14
2.0474,11,822.35,12
2.0474,11.5,822.35,10
2.0474,12,822.35,10
2.0474,12.5,822.35,12
2.0474,12.9,822.35,9
2.0474,13.4,821.97,13
2.0474,13.9,821.6,11
2.0474,14.4,820.88,10
2.0474,14.9,820.88,11
2.0474,15.4,820.15,9
2.0474,15.9,820.15,9
2.0474,16.4,820.15,12
2.0474,16.9,819.05,10
2.0474,17.408,819.05,8
2.0474,17.908,818.33,11
2.0474,18.408,817.6,12
2.0474,18.908,816.87,11
2.0474,19.408,816.87,9
2.0474,19.75,816.87,9
2.0474,20.25,816.15,15
2.0474,20.75,815.42,9
2.0474,21.25,815.05,11
2.0474,21.75,814.32,10
2.0474,22.25,813.6,15
2.0474,22.75,812.5,11
2.0474,23.25,812.5,11
2.0474,23.75,812.13,13
2.0474,24.25,811.4,11
2.0474,24.75,810.68,13
2.0474,25.25,810.32,10
2.0474,25.75,809.22,11
2.0474,26.25,808.5,8
2.0474,26.75,807.4,8
2.0474,27.25,806.67,12
2.0475,0.5,848.17,12
2.0475,1,849.28,12
2.0475,1.5,848.93,9
2.0475,2,847.83,6
2.0475,2.5,847.46,12
2.0475,3,848.19,10
2.0475,3.5,848.56,10
2.0475,4,850.03,9
2.0475,4.5,848.93,12
2.0475,5,848.56,11
2.0475,5.5,847.46,11
2.0475,6,847.09,13
2.0475,6.5,846.72,11
2.0475,7,845.62,14
2.0475,7.5,845.99,10
2.0475,8,845.62,12
2.0475,8.5,845.62,9
2.0475,9,845.62,14
2.0475,9.5,845.62,11
2.0475,10,845.99,11
2.0475,10.5,844.9,10
2.0475,11,845.27,15
2.0475,11.5,845.27,10
2.0475,12,844.54,13
2.0475,12.5,844.54,10
2.0475,12.9,844.54,10
2.0475,13.4,844.54,11
2.0475,13.9,844.54,8
2.0475,14.4,843.81,12
2.0475,14.9,843.81,11
2.0475,15.4,843.81,10
2.0475,15.9,843.09,12
2.0475,16.4,843.09,10
2.0475,16.9,842.36,11
2.0475,17.408,841.63,11
2.0475,17.908,841.63,10
2.0475,18.408,840.91,9
2.0475,18.908,840.18,10
2.0475,19.408,839.45,12
2.0475,19.75,839.45,9
2.0475,20.25,838.73,9
2.0475,20.75,838.73,12
2.0475,21.25,837.63,16
2.0475,21.75,836.9,10
2.0475,22.25,835.81,10
2.0475,22.75,835.08,13
2.0475,23.25,835.08,10
2.0475,23.75,835.08,13
2.0475,24.25,834.35,9
2.0475,24.75,833.26,12
2.0475,25.25,833.63,16
2.0475,25.75,832.9,10
2.0475,26.25,832.18,9
2.0475,26.75,832.18,12
2.0475,27.25,831.08,5
2.0475,27.75,831.08,15
2.0475,28.25,830.35,10
2.0475,28.514,829.62,10
2.0475,29.014,829.62,11
2.0475,29.499,828.9,12
2.0475,29.999,828.17,8
2.0475,30.499,828.17,9
2.0475,30.999,827.07,11
2.0475,31.499,825.98,8
2.0475,31.999,825.25,10
2.0475,32.499,825.62,16
2.0475,32.999,825.25,10
2.0475,33.499,824.52,9
2.0475,33.999,824.15,12
2.0475,34.499,824.15,14
2.0475,34.999,822.33,9
2.0475,35.499,821.6,9
2.0475,35.999,821.6,7
2.0475,36.499,820.15,14
2.0475,36.999,820.52,10
2.0475,37.499,820.15,8
2.0475,37.999,819.42,13
2.0475,38.499,818.33,11
2.0475,38.999,817.6,11
2.0475,39.499,817.24,11
2.0475,39.999,816.52,9
2.0476,0.5,839.71,12
2.0476,1,838.6,9
2.0476,1.5,838.23,6
2.0476,2,840.07,11
2.0476,2.5,841.18,11
2.0476,3,841.19,11
2.0476,3.5,841.21,9
2.0476,4,841.95,12
2.0476,4.5,840.85,9
2.0476,5,839.75,11
2.0476,5.5,838.29,12
2.0476,6,837.92,10
2.0476,6.5,837.55,10
2.0476,7,836.45,13
2.0476,7.5,836.08,11
2.0476,8,836.81,14
2.0476,8.5,836.43,9
2.0476,9,836.43,10
2.0476,9.5,836.43,15
2.0476,10,836.43,12
2.0476,10.5,835.71,8
2.0476,11,836.08,7
2.0476,11.5,836.08,11
2.0476,12,836.08,12
2.0476,12.5,836.08,11
2.0476,12.9,836.08,13
2.0476,13.4,835.35,10
2.0476,13.9,834.63,11
2.0476,14.4,834.63,11
2.0476,14.9,834.63,10
2.0476,15.4,834.63,10
2.0476,15.9,833.9,11
2.0476,16.4,833.9,10
2.0476,16.9,833.17,10
2.0476,17.408,832.08,11
2.0476,17.908,832.45,9
2.0476,18.408,831.35,12
2.0476,18.908,831.72,12
2.0476,19.408,830.99,14
2.0476,19.75,829.9,8
2.0476,20.25,830.27,15
2.0476,20.75,829.17,10
2.0476,21.25,829.17,9
2.0476,21.75,828.07,12
2.0476,22.25,827.35,7
2.0476,22.75,826.62,12
2.0476,23.25,826.62,11
2.0476,23.75,825.52,12
2.0476,24.25,824.8,9
2.0476,24.75,824.8,12
2.0476,25.25,824.07,12
2.0476,25.75,823.34,10
2.0476,26.25,822.62,9
2.0476,26.75,821.89,16
2.0476,27.25,821.52,13
2.0476,27.75,820.42,9
2.0476,28.25,818.6,9
2.0476,28.514,819.7,9
2.0476,29.014,818.97,10
2.0476,29.499,818.97,10
2.0476,29.999,818.24,12
2.0476,30.499,817.52,11
2.0476,30.999,816.42,11
2.0476,31.499,815.32,9
2.0476,31.999,814.6,9
2.0476,32.499,814.6,11
2.0476,32.999,814.6,12
2.0476,33.499,814.6,11
2.0476,33.999,814.22,10
2.0476,34.499,813.13,10
2.0476,34.999,811.3,10
2.0476,35.499,810.58,16
2.0476,35.999,809.85,10
2.0476,36.499,809.12,8
2.0476,36.999,809.49,7
2.0476,37.499,809.49,8
2.0476,37.999,808.4,13
2.0476,38.499,807.3,9
2.0476,38.999,806.94,9
2.0476,39.499,806.59,9
2.0476,39.999,805.86,9
2.0477,0.5,844.71,10
2.0477,1,843.24,12
2.0477,1.5,842.87,10
2.0477,2,845.08,9
2.0477,2.5,844.74,8
2.0477,3,844.75,13
2.0477,3.5,845.5,12
2.0477,4,846.24,10
2.0477,4.5,845.14,12
2.0477,5,845.14,10
2.0477,5.5,842.95,11
2.0477,6,842.57,11
2.0477,6.5,842.2,10
2.0477,7,841.11,10
2.0477,7.5,841.46,12
2.0477,8,841.46,11
2.0477,8.5,842.19,11
2.0477,9,842.19,9
2.0477,9.5,842.19,11
2.0477,10,841.46,13
2.0477,10.5,841.46,8
2.0477,11,840.74,10
2.0477,11.5,841.11,10
2.0477,12,840.38,12
2.0477,12.5,840.38,13
2.0477,12.9,840.38,10
2.0477,13.4,840.38,12
2.0477,13.9,840.38,12
2.0477,14.4,840.38,9
2.0477,14.9,839.65,12
2.0477,15.4,839.65,10
2.0477,15.9,838.93,10
2.0477,16.4,838.93,13
2.0477,16.9,838.2,10
2.0477,17.408,837.1,9
2.0477,17.908,837.1,8
2.0477,18.408,836.38,12
2.0477,18.908,835.65,11
2.0477,19.408,835.65,13
2.0477,19.75,834.92,9
2.0477,20.25,834.92,9
2.0477,20.75,834.2,12
2.0477,21.25,833.1,10
2.0477,21.75,832.37,10
2.0477,22.25,832.37,11
2.0477,22.75,831.28,9
2.0477,23.25,831.28,14
2.0477,23.75,830.55,7
2.0477,24.25,830.55,14
2.0477,24.75,829.82,10
2.0477,25.25,829.1,11
2.0477,25.75,828.37,10
2.0477,26.25,828,11
2.0477,26.75,827.27,14
2.0477,27.25,826.55,11
2.0477,27.75,825.45,12
2.0477,28.25,824.35,11
2.0477,28.514,824.35,8
2.0477,29.014,824.72,12
2.0477,29.499,824.72,9
2.0477,29.999,824,9
2.0477,30.499,822.9,9
2.0477,30.999,822.17,10
2.0477,31.499,821.08,11
2.0477,31.999,821.08,10
2.0477,32.499,820.72,11
2.0477,32.999,820.35,9
2.0477,33.499,820.35,11
2.0477,33.999,819.98,8
2.0477,34.499,819.25,10
2.0477,34.999,817.43,8
2.0477,35.499,816.7,8
2.0477,35.999,815.98,8
2.0477,36.499,815.25,8
2.0477,36.999,815.25,9
2.0477,37.499,815.25,9
2.0477,37.999,814.15,9
2.0477,38.499,814.15,7
2.0477,38.999,813.43,8
2.0477,39.499,812.7,9
2.0477,39.999,812.34,12
2.0478,0.5,853.92,7
2.0478,1,854.3,11
2.0478,1.5,853.22,8
2.0478,2,853.94,9
2.0478,2.5,853.57,8
2.0478,3,852.85,14
2.0478,3.5,853.22,12
2.0478,4,852.86,11
2.0478,4.5,852.86,8
2.0478,5,852.49,10
2.0478,5.5,851.02,11
2.0478,6,851.02,13
2.0478,6.5,850.65,8
2.0478,7,849.56,10
2.0478,7.5,849.56,13
2.0478,8,850.28,14
2.0478,8.5,849.56,13
2.0478,9,849.56,10
2.0478,9.5,849.56,8
2.0478,10,849.93,14
2.0478,10.5,849.93,12
2.0478,11,849.2,13
2.0478,11.5,849.2,11
2.0478,12,849.2,13
2.0478,12.5,849.2,10
2.0478,12.9,849.2,11
2.0478,13.4,848.47,8
2.0478,13.9,848.47,13
2.0478,14.4,847.75,10
2.0478,14.9,847.38,10
2.0478,15.4,847.75,12
2.0478,15.9,847.02,10
2.0478,16.4,847.02,7
2.0478,16.9,846.29,14
2.0478,17.408,845.57,12
2.0478,17.908,845.57,7
2.0478,18.408,844.84,8
2.0478,18.908,844.84,14
2.0478,19.408,844.11,7
2.0478,19.75,843.74,12
2.0478,20.25,843.39,10
2.0478,20.75,842.66,9
2.0478,21.25,841.56,11
2.0478,21.75,841.56,9
2.0478,22.25,840.47,12
2.0478,22.75,839.74,7
2.0478,23.25,839.74,8
2.0478,23.75,839.01,9
2.0478,24.25,837.92,14
2.0478,24.75,837.19,11
2.0478,25.25,837.56,8
2.0478,25.75,836.83,8
2.0478,26.25,835.74,11
2.0478,26.75,835.01,11
2.0478,27.25,834.64,9
2.0478,27.75,832.82,10
2.0478,28.25,832.82,11
2.0478,28.514,832.09,10
2.0478,29.014,832.09,11
2.0478,29.499,832.46,10
2.0478,29.999,831.73,9
2.0478,30.499,830.64,12
2.0478,30.999,829.54,14
2.0478,31.499,828.44,13
2.0478,31.999,828.09,9
2.0478,32.499,828.09,10
2.0478,32.999,828.09,10
2.0478,33.499,827.36,8
2.0478,33.999,826.99,13
2.0478,34.499,825.89,8
2.0478,34.999,825.17,9
2.0478,35.499,824.07,9
2.0478,35.999,823.34,10
2.0478,36.499,822.99,10
2.0478,36.999,822.99,10
2.0478,37.499,821.89,12
2.0478,37.999,821.16,13
2.0478,38.499,820.79,11
2.0478,38.999,820.07,9
2.0478,39.499,818.61,9
2.0478,39.999,818.26,12
2.0479,0.5,849.01,11
2.0479,1,850.13,10
2.0479,1.5,850.87,10
2.0479,2,850.14,7
2.0479,2.5,848.69,12
2.0479,3,849.43,10
2.0479,3.5,849.07,10
2.0479,4,849.44,11
2.0479,4.5,849.44,11
2.0479,5,849.44,13
2.0479,5.5,847.97,9
2.0479,6,846.88,9
2.0479,6.5,847.23,12
2.0479,7,846.14,10
2.0479,7.5,846.86,17
2.0479,8,846.86,9
2.0479,8.5,846.86,13
2.0479,9,846.86,11
2.0479,9.5,846.86,11
2.0479,10,847.23,15
2.0479,10.5,847.23,9
2.0479,11,846.51,9
2.0479,11.5,845.41,13
2.0479,12,845.05,9
2.0479,12.5,845.05,12
2.0479,12.9,845.05,13
2.0479,13.4,845.05,18
2.0479,13.9,844.33,11
2.0479,14.4,843.96,13
2.0479,14.9,843.96,10
2.0479,15.4,843.96,15
2.0479,15.9,843.23,13
2.0479,16.4,842.5,9
2.0479,16.9,842.5,14
2.0479,17.408,840.68,12
2.0479,17.908,840.68,10
2.0479,18.408,839.95,10
2.0479,18.908,839.23,11
2.0479,19.408,839.23,11
2.0479,19.75,839.23,10
2.0479,20.25,838.5,10
2.0479,20.75,837.77,12
2.0479,21.25,836.68,11
2.0479,21.75,835.95,11
2.0479,22.25,834.85,10
2.0479,22.75,834.85,14
2.0479,23.25,833.76,11
2.0479,23.75,833.76,15
2.0479,24.25,833.03,11
2.0479,24.75,833.03,11
2.0479,25.25,832.3,8
2.0479,25.75,831.58,12
2.0479,26.25,830.48,12
2.0479,26.75,830.48,9
2.0479,27.25,828.66,10
2.0479,27.75,828.66,9
2.0479,28.25,827.93,10
2.0479,28.514,827.56,10
2.0479,29.014,827.56,10
2.0479,29.499,826.83,14
2.0479,29.999,826.83,8
2.0479,30.499,826.11,8
2.0479,30.999,825.38,11
2.0479,31.499,824.28,8
2.0479,31.999,822.83,11
2.0479,32.499,822.83,10
2.0479,32.999,823.56,10
2.0479,33.499,822.46,9
2.0479,33.999,822.46,10
2.0479,34.499,821.36,9
2.0479,34.999,819.54,11
2.0479,35.499,818.81,9
2.0479,35.999,818.09,9
2.0479,36.499,818.46,11
2.0479,36.999,817.73,11
2.0479,37.499,817.36,9
2.0479,37.999,816.63,8
2.0479,38.499,816.26,11
2.0479,38.999,815.54,9
2.0479,39.499,814.81,12
2.0479,39.999,813.73,14
2.048,0.5,836.21,9
2.048,1,834.74,10
2.048,1.5,833.27,10
2.048,2,834.75,10
2.048,2.5,836.24,10
2.048,3,837.72,9
2.048,3.5,838.83,13
2.048,4,839.94,12
2.048,4.5,839.21,10
2.048,5,838.49,10
2.048,5.5,836.65,11
2.048,6,835.92,11
2.048,6.5,835.18,13
2.048,7,834.81,13
2.048,7.5,834.08,11
2.048,8,833.71,10
2.048,8.5,833.71,13
2.048,9,833.71,12
2.048,9.5,832.99,10
2.048,10,832.99,10
2.048,10.5,832.26,10
2.048,11,832.26,12
2.048,11.5,832.26,11
2.048,12,831.53,9
2.048,12.5,831.53,12
2.048,12.9,830.44,10
2.048,13.4,830.44,11
2.048,13.9,829.71,14
2.048,14.4,829.71,15
2.048,14.9,829.34,11
2.048,15.4,829.71,11
2.048,15.9,828.98,8
2.048,16.4,827.89,10
2.048,16.9,827.89,11
2.048,17.408,826.79,10
2.048,17.908,826.43,10
2.048,18.408,825.34,13
2.048,18.908,824.61,10
2.048,19.408,824.61,12
2.048,19.75,824.61,12
2.048,20.25,823.88,11
2.048,20.75,823.16,12
2.048,21.25,823.16,16
2.048,21.75,822.06,8
2.048,22.25,821.33,8
2.048,22.75,820.96,10
2.048,23.25,820.24,13
2.048,23.75,819.87,11
2.048,24.25,819.51,9
2.048,24.75,819.51,10
2.048,25.25,818.78,10
2.048,25.75,818.06,14
2.048,26.25,816.96,11
2.048,26.75,816.23,9
2.048,27.25,815.86,13
2.048,27.75,815.14,12
2.048,28.25,814.04,8
2.048,28.514,814.04,8
2.048,29.014,814.04,8
2.048,29.499,813.31,13
2.048,29.999,813.31,7
2.048,30.499,812.59,11
2.048,30.999,810.76,13
2.048,31.499,809.67,10
2.048,31.999,808.94,8
2.048,32.499,808.94,7
2.048,32.999,808.94,11
2.048,33.499,809.67,13
2.048,33.999,808.57,10
2.048,34.499,807.47,8
2.048,34.999,805.65,10
2.048,35.499,804.92,7
2.048,35.999,804.2,10
2.048,36.499,803.47,11
2.048,36.999,803.47,9
2.048,37.499,802.74,10
2.048,37.999,802.37,10
2.048,38.499,801.65,11
2.048,38.999,800.55,12
2.048,39.499,799.47,9
2.048,39.999,799.84,9
2.0481,0.5,868.12,9
2.0481,1,869.2,11
2.0481,1.5,869.2,11
2.0481,2,868.86,11
2.0481,2.5,867.42,11
